element,ion,wavelength,rel_intensity
Cr,I,411.643,146
Cr,I,715.551,480
Cr,I,738.332,785
Cr,I,884.156,69
Cr,I,771.381,681
Cr,I,696.916,700
Cr,I,218.276,171
Cr,I,206.845,208
Cr,I,649.747,634
Cr,I,850.015,519
Cr,I,667.924,386
Cr,I,782.045,828
Cr,I,825.104,768
Cr,I,856.156,670
Cr,I,542.585,144
Cr,I,790.895,952
Cr,I,417.917,421
Cr,I,448.579,506
Cr,I,243.059,55
Cr,I,323.998,112
Cr,I,549.244,596
Cr,I,287.397,426
Cr,I,528.506,402
Cr,I,818.032,552
Cr,I,817.785,440
Cr,I,638.057,280
Cr,I,662.371,855
Cr,I,640.561,54
Cr,I,782.611,357
Cr,I,663.298,715
Cr,I,364.533,409
Cr,I,765.211,225
Cr,I,849.196,497
Cr,I,729.007,124
Cr,I,284.624,511
Cr,II,616.825,758
Cr,II,648.711,817
Cr,II,724.233,571
Cr,II,548.764,215
Cr,II,431.66,543
Cr,II,861.725,401
Cr,II,311.483,346
Cr,II,877.196,734
Cr,II,432.345,981
Cr,II,761.067,142
Cr,II,202.349,829
Cr,II,518.063,166
Cr,II,616.255,946
Cr,II,277.295,829
Cr,II,335.758,356
Cr,II,605.495,755
Cr,II,722.492,970
Cr,II,404.893,537
Cr,II,868.731,79
Cr,II,789.174,100
Cr,II,811.405,537
Cr,II,429.584,709
Cr,II,283.279,184
Cr,II,544.823,201
Cr,II,436.553,136
Cr,II,601.947,594
Cr,II,386.586,598
Cr,II,206.266,911
Cr,II,746.32,646
Cr,II,764.927,722
Cr,II,889.882,83
Cr,II,510.467,866
Cr,II,698.329,742
Cr,II,474.743,205
Cr,II,693.929,193
Cr,II,846.96,804
Cr,II,349.936,693
Cr,II,862.827,876
Cr,II,635.057,341
Cr,II,444.537,365
Cr,II,518.443,608
Cr,II,388.046,297
Cr,II,494.299,745
Cr,II,439.38,999
Cr,II,894.156,209
Cr,II,652.145,87
Cr,II,313.387,857
Cr,II,345.601,569
Cr,II,554.067,483
Cr,II,453.33,1000
Cr,II,807.541,577
Cr,II,374.245,664
Cr,II,445.529,115
Cr,II,644.186,811
Cr,II,297.355,72
Cr,II,273.854,391
Cr,II,794.949,924
Cr,II,870.67,942
Cr,II,269.983,395
Cr,II,429.998,686
Cr,II,317.101,700
Cr,II,398.86,469
Cr,II,721.254,394
Cr,II,729.546,84
Cr,II,370.559,901
Cr,II,516.449,714
Cr,II,822.598,701
Cr,II,500.994,473
Cr,II,544.537,357
Cr,II,614.349,725
Cr,II,643.882,890
Cr,II,868.98,420
Cr,II,464.317,241
Cr,II,496.162,390
Cr,II,871.541,646
Cr,II,281.92,316
Cr,II,879.807,820
Cr,II,425.997,714
Cr,II,366.296,805
Cr,II,866.808,878
Cr,II,631.056,555
Cr,II,286.026,814
Cr,II,896.972,471
Cr,II,666.329,677
Cr,II,551.215,104
Mn,I,714.994,313
Mn,I,453.343,886
Mn,I,743.545,993
Mn,I,571.518,417
Mn,I,577.562,764
Mn,I,853.457,541
Mn,I,492.812,198
Mn,I,455.024,497
Mn,I,467.38,215
Mn,I,656.557,154
Mn,I,547.75,935
Mn,I,336.359,709
Mn,I,481.053,765
Mn,I,208.63,296
Mn,I,538.862,414
Mn,I,317.923,959
Mn,I,267.151,707
Mn,I,771.288,589
Mn,I,784.214,715
Mn,I,492.346,854
Mn,I,322.198,755
Mn,I,359.155,412
Mn,I,565.341,969
Mn,I,854.1,691
Mn,I,310.322,151
Mn,I,507.751,237
Mn,I,747.057,548
Mn,I,792.997,888
Mn,I,413.117,602
Mn,I,327.994,207
Mn,I,519.891,308
Mn,I,353.302,190
Mn,I,210.761,160
Mn,I,282.268,499
Mn,I,592.991,297
Mn,I,266.929,602
Mn,I,827.188,447
Mn,I,232.436,758
Mn,I,456.055,115
Mn,I,321.174,951
Mn,I,343.059,562
Mn,I,541.267,422
Mn,I,238.602,801
Mn,I,416.434,317
Mn,I,467.339,727
Mn,I,455.823,365
Mn,I,502.53,525
Mn,I,857.1,160
Mn,I,427.896,404
Mn,I,893.117,168
Mn,I,869.363,997
Mn,I,685.334,234
Mn,I,428.573,117
Mn,I,562.64,967
Mn,I,589.239,149
Mn,I,582.365,396
Mn,I,522.189,739
Mn,I,465.045,758
Mn,I,346.165,373
Mn,I,291.846,755
Mn,I,583.448,591
Mn,I,699.068,218
Mn,I,729.598,962
Mn,I,332.819,975
Mn,I,864.774,337
Mn,I,796.776,183
Mn,I,243.362,306
Mn,I,417.122,773
Mn,I,716.866,164
Mn,I,240.733,134
Mn,I,713.704,327
Mn,I,798.247,794
Mn,I,636.983,289
Mn,I,791.132,270
Mn,I,771.536,97
Mn,I,563.221,732
Mn,I,442.363,426
Mn,II,619.127,51
Mn,II,369.556,572
Mn,II,268.593,70
Mn,II,856.309,645
Mn,II,699.681,769
Mn,II,740.489,869
Mn,II,830.434,609
Mn,II,606.055,387
Mn,II,635.515,195
Mn,II,711.23,886
Mn,II,353.212,641
Mn,II,390.436,121
Mn,II,838.807,481
Mn,II,888.173,334
Mn,II,383.466,174
Mn,II,872.192,300
Mn,II,857.873,554
Mn,II,502.509,492
Mn,II,811.504,612
Mn,II,227.238,142
Mn,II,594.831,526
Mn,II,496.836,999
Mn,II,628.88,417
Mn,II,779.338,412
Mn,II,578.267,350
Mn,II,260.617,189
Mn,II,752.526,945
Mn,II,365.142,895
Mn,II,548.735,642
Mn,II,686.687,464
Mn,II,244.186,986
Mn,II,277.204,922
Mn,II,707.484,354
Mn,II,616.901,394
Mn,II,231.332,1000
Mn,II,211.304,771
Mn,II,878.679,844
Mn,II,319.903,183
Mn,II,667.648,467
Mn,II,609.351,704
Mn,II,486.826,722
Mn,II,699.429,101
Mn,II,469.284,895
Mn,II,314.249,158
Mn,II,490.93,768
Mn,II,478.175,835
Mn,II,864.666,919
Mn,II,672.319,96
Mn,II,583.93,805
Mn,II,383.961,579
Mn,II,893.429,567
Mn,II,484.941,615
Mn,II,821.657,460
Mn,II,502.714,294
Mn,II,444.152,95
Mn,II,628.73,229
Mn,II,256.836,263
Mn,II,240.232,185
Mn,II,755.771,263
Mn,II,262.18,360
Mn,II,634.601,106
Mn,II,219.295,263
Mn,II,373.127,408
Mn,II,235.191,988
Mn,II,789.072,437
Mn,II,392.146,719
Mn,II,391.037,659
Mn,II,819.712,924
Mn,II,404.22,842
Mn,II,810.396,68
Mn,II,368.443,796
Mn,II,813.181,990
Mn,II,287.086,209
Mn,II,865.882,108
Mn,II,347.152,315
Mn,II,622.687,694
Fe,I,357.079,167
Fe,I,378.695,561
Fe,I,394.122,704
Fe,I,456.765,782
Fe,I,446.638,86
Fe,I,431.545,863
Fe,I,418.802,420
Fe,I,807.116,818
Fe,I,680.008,361
Fe,I,420.584,273
Fe,I,874.103,411
Fe,I,255.8,246
Fe,I,589.288,471
Fe,I,591.939,370
Fe,I,646.162,989
Fe,I,746.3,821
Fe,I,537.739,210
Fe,I,429.691,120
Fe,I,566.081,970
Fe,I,819.842,58
Fe,I,499.024,252
Fe,I,299.647,521
Fe,I,353.249,191
Fe,I,419.624,992
Fe,I,829.386,94
Fe,I,730.241,619
Fe,I,499.213,321
Fe,I,534.893,355
Fe,I,462.191,641
Fe,I,732.981,536
Fe,I,692.576,936
Fe,I,683.717,317
Fe,I,394.202,932
Fe,I,312.075,850
Fe,I,204.305,809
Fe,I,369.396,763
Fe,I,258.917,642
Fe,I,812.426,992
Fe,I,204.922,842
Fe,I,343.971,89
Fe,I,242.006,625
Fe,I,230.976,579
Fe,I,484.776,663
Fe,I,898.518,784
Fe,I,236.776,969
Fe,I,442.793,732
Fe,I,235.998,271
Fe,I,290.688,952
Fe,I,752.992,479
Fe,I,206.904,151
Fe,I,418.366,318
Fe,I,895.881,790
Fe,I,761.034,485
Fe,I,266.538,380
Fe,I,754.716,815
Fe,I,383.087,54
Fe,I,672.935,113
Fe,I,660.498,902
Fe,I,336.843,965
Fe,I,762.012,548
Fe,I,606.713,378
Fe,I,763.327,673
Fe,I,696.597,816
Fe,I,296.431,845
Fe,I,708.117,162
Fe,I,431.376,912
Fe,I,213.351,403
Fe,I,702.671,137
Fe,I,467.897,416
Fe,I,355.797,404
Fe,I,823.625,735
Fe,I,367.977,438
Fe,I,822.062,62
Fe,I,702.082,280
Fe,I,660.966,728
Fe,I,428.439,318
Fe,I,451.351,199
Fe,I,479.319,529
Fe,I,464.128,423
Fe,I,819.7,619
Fe,I,338.324,749
Fe,I,815.244,234
Fe,I,218.955,217
Fe,I,610.6,710
Fe,II,658.717,985
Fe,II,726.323,587
Fe,II,610.186,293
Fe,II,720.362,985
Fe,II,692.151,503
Fe,II,588.224,908
Fe,II,698.656,658
Fe,II,399.11,366
Fe,II,655.588,257
Fe,II,564.504,884
Fe,II,710.447,431
Fe,II,556.032,882
Fe,II,667.626,806
Fe,II,789.713,760
Fe,II,571.633,291
Fe,II,451.178,878
Fe,II,298.203,910
Fe,II,396.79,324
Fe,II,796.398,462
Fe,II,210.328,837
Fe,II,212.715,420
Fe,II,873.338,287
Fe,II,649.921,160
Fe,II,728.039,855
Fe,II,562.868,826
Fe,II,713.125,305
Fe,II,403.187,797
Fe,II,263.33,845
Fe,II,360.976,252
Fe,II,383.033,718
Fe,II,661.119,179
Fe,II,748.113,344
Fe,II,677.48,59
Fe,II,744.973,749
Fe,II,616.941,577
Fe,II,328.699,402
Fe,II,809.51,709
Fe,II,402.802,394
Fe,II,345.437,285
Fe,II,272.719,333
Fe,II,322.726,970
Fe,II,449.649,570
Fe,II,818.537,475
Fe,II,434.669,265
Fe,II,812.517,323
Fe,II,672.147,518
Fe,II,428.588,855
Fe,II,874.513,884
Fe,II,844.964,966
Fe,II,803.508,530
Fe,II,588.937,738
Fe,II,893.247,394
Fe,II,262.551,626
Fe,II,682.182,698
Fe,II,694.339,437
Fe,II,776.53,698
Fe,II,371.419,480
Fe,II,374.18,406
Fe,II,311.158,654
Fe,II,206.739,908
Fe,II,499.438,420
Fe,II,540.761,762
Fe,II,844.439,158
Fe,II,765.584,363
Fe,II,815.023,296
Fe,II,475.57,775
Fe,II,339.833,762
Fe,II,721.721,109
Fe,II,477.369,746
Fe,II,278.461,653
Fe,II,708.311,69
Fe,II,615.552,553
Fe,II,253.669,716
Fe,II,589.743,564
Fe,II,545.321,634
Fe,II,789.512,994
Fe,II,661.589,647
Fe,II,796.351,458
Fe,II,788.944,348
Fe,II,438.793,745
Fe,II,835.403,209
Fe,II,841.338,228
Fe,II,557.797,842
Fe,II,408.324,393
Fe,II,371.195,152
Fe,II,781.786,851
Co,I,709.858,918
Co,I,615.38,379
Co,I,243.026,66
Co,I,558.932,592
Co,I,475.323,144
Co,I,478.506,424
Co,I,302.584,559
Co,I,224.428,490
Co,I,444.687,210
Co,I,624.056,251
Co,I,526.046,798
Co,I,443.683,716
Co,I,254.009,81
Co,I,302.883,80
Co,I,848.175,408
Co,I,862.024,75
Co,I,559.465,880
Co,I,504.106,267
Co,I,632.354,731
Co,I,812.38,464
Co,I,513.83,789
Co,I,745.442,345
Co,I,307.629,988
Co,I,898.346,858
Co,I,884.388,586
Co,I,734.655,203
Co,I,264.051,958
Co,I,710.313,890
Co,I,443.61,429
Co,I,599.181,436
Co,I,848.158,620
Co,I,674.262,275
Co,I,466.358,728
Co,I,239.003,897
Co,I,448.895,316
Co,I,860.096,701
Co,I,273.887,97
Co,I,200.733,864
Co,I,647.072,412
Co,I,458.774,801
Co,I,317.112,358
Co,I,793.77,714
Co,I,707.239,927
Co,I,812.376,662
Co,I,258.804,650
Co,I,717.275,834
Co,I,212.373,444
Co,I,309.375,763
Co,I,210.274,117
Co,I,600.377,706
Co,I,449.796,619
Co,I,659.315,187
Co,I,873.972,124
Co,I,884.996,170
Co,I,530.418,618
Co,I,657.01,828
Co,I,587.697,141
Co,I,774.639,126
Co,I,336.842,952
Co,I,577.896,93
Co,I,571.766,553
Co,I,408.903,442
Co,I,397.973,987
Co,I,726.55,778
Co,I,365.398,375
Co,I,750.711,614
Co,I,422.403,639
Co,I,700.481,614
Co,I,713.717,584
Co,I,541.687,743
Co,I,239.953,600
Co,I,339.593,550
Co,I,736.358,759
Co,I,338.236,739
Co,I,694.651,751
Co,II,897.056,117
Co,II,674.835,182
Co,II,671.848,60
Co,II,380.768,344
Co,II,595.615,608
Co,II,417.673,186
Co,II,882.676,409
Co,II,367.966,332
Co,II,506.238,530
Co,II,240.422,998
Co,II,305.287,479
Co,II,511.966,971
Co,II,599.244,693
Co,II,557.261,403
Co,II,861.241,180
Co,II,571.45,285
Co,II,832.513,670
Co,II,497.278,949
Co,II,245.473,829
Co,II,551.604,874
Co,II,543.066,382
Co,II,754.822,454
Co,II,568.785,396
Co,II,451.17,484
Co,II,614.309,175
Co,II,595.157,863
Co,II,653.887,944
Co,II,327.097,126
Co,II,796.35,389
Co,II,575.486,104
Co,II,702.926,997
Co,II,797.655,887
Co,II,673.312,673
Co,II,560.644,81
Co,II,832.376,341
Co,II,471.205,612
Co,II,494.389,857
Co,II,864.251,986
Co,II,689.282,912
Co,II,318.085,196
Co,II,534.952,288
Co,II,382.679,436
Co,II,700.876,731
Co,II,510.313,447
Co,II,845.259,318
Co,II,437.108,686
Co,II,392.953,869
Co,II,301.633,316
Co,II,802.285,273
Co,II,829.016,238
Co,II,577.875,420
Co,II,409.696,378
Co,II,314.884,809
Co,II,636.783,642
Co,II,810.313,384
Co,II,756.227,254
Co,II,685.729,775
Co,II,898.245,66
Co,II,872.843,268
Co,II,318.942,463
Co,II,202.91,919
Co,II,860.862,139
Co,II,411.186,531
Co,II,799.766,166
Co,II,341.912,157
Co,II,520.601,542
Co,II,887.561,929
Co,II,636.932,278
Co,II,246.947,835
Co,II,458.503,300
Co,II,374.947,623
Co,II,412.384,676
Co,II,801.401,740
Co,II,690.486,409
Co,II,898.661,79
Co,II,276.47,799
Co,II,785.818,952
Co,II,603.179,233
Co,II,295.0,400
Ni,I,726.035,759
Ni,I,600.128,888
Ni,I,891.633,740
Ni,I,633.716,826
Ni,I,562.783,916
Ni,I,703.11,339
Ni,I,227.459,472
Ni,I,426.095,474
Ni,I,714.478,236
Ni,I,703.431,704
Ni,I,543.159,626
Ni,I,345.21,67
Ni,I,648.616,891
Ni,I,324.05,67
Ni,I,205.034,138
Ni,I,804.65,804
Ni,I,665.135,930
Ni,I,722.216,419
Ni,I,312.352,269
Ni,I,229.039,104
Ni,I,808.432,600
Ni,I,623.519,574
Ni,I,448.396,359
Ni,I,625.236,777
Ni,I,857.082,218
Ni,I,616.399,644
Ni,I,593.605,414
Ni,I,722.514,985
Ni,I,704.251,820
Ni,I,797.27,81
Ni,I,628.841,158
Ni,I,656.555,916
Ni,I,391.609,549
Ni,I,609.649,888
Ni,I,485.357,263
Ni,I,526.388,978
Ni,I,669.782,503
Ni,I,253.524,963
Ni,I,222.578,132
Ni,I,484.932,118
Ni,I,591.299,284
Ni,I,515.252,573
Ni,I,778.686,148
Ni,I,882.04,160
Ni,I,611.068,259
Ni,I,843.813,715
Ni,I,353.581,978
Ni,I,854.267,90
Ni,I,804.388,578
Ni,I,600.831,257
Ni,I,863.667,927
Ni,I,564.357,270
Ni,I,362.88,674
Ni,I,523.257,630
Ni,I,876.265,972
Ni,I,614.102,756
Ni,I,670.25,770
Ni,I,684.259,210
Ni,I,201.501,607
Ni,I,223.835,955
Ni,I,286.218,939
Ni,I,842.858,711
Ni,I,482.424,783
Ni,I,555.066,716
Ni,I,464.815,951
Ni,I,599.279,464
Ni,I,338.139,73
Ni,I,236.21,775
Ni,I,720.67,455
Ni,I,419.078,643
Ni,I,655.897,947
Ni,I,695.533,51
Ni,I,754.082,242
Ni,I,263.554,600
Ni,I,767.159,336
Ni,I,294.569,373
Ni,I,594.852,137
Ni,I,608.045,211
Ni,I,637.233,231
Ni,I,631.61,465
Ni,I,409.864,573
Ni,I,856.026,498
Ni,I,493.084,250
Ni,I,611.357,397
Ni,II,531.444,930
Ni,II,778.637,500
Ni,II,368.81,282
Ni,II,581.524,493
Ni,II,243.386,457
Ni,II,381.406,92
Ni,II,765.15,267
Ni,II,465.879,282
Ni,II,444.083,414
Ni,II,740.64,259
Ni,II,416.86,132
Ni,II,544.037,836
Ni,II,251.645,704
Ni,II,802.853,641
Ni,II,232.78,879
Ni,II,726.653,647
Ni,II,255.397,168
Ni,II,340.82,250
Ni,II,373.29,414
Ni,II,318.351,924
Ni,II,522.499,774
Ni,II,463.474,522
Ni,II,244.572,124
Ni,II,693.027,420
Ni,II,560.82,228
Ni,II,811.61,890
Ni,II,817.147,555
Ni,II,899.069,439
Ni,II,509.005,689
Ni,II,354.052,830
Ni,II,647.806,964
Ni,II,495.533,960
Ni,II,485.287,971
Ni,II,898.995,74
Ni,II,702.722,405
Ni,II,697.277,423
Ni,II,850.463,93
Ni,II,720.279,344
Ni,II,326.85,352
Ni,II,466.914,671
Ni,II,766.242,425
Ni,II,720.684,425
Ni,II,895.799,460
Ni,II,279.406,461
Ni,II,649.98,244
Ni,II,320.086,395
Ni,II,540.264,203
Ni,II,623.201,177
Ni,II,255.125,541
Ni,II,857.317,678
Ni,II,737.88,100
Ni,II,629.277,106
Ni,II,812.269,580
Ni,II,375.243,855
Ni,II,818.624,596
Ni,II,213.568,798
Ni,II,740.253,444
Ni,II,697.29,497
Ni,II,297.8,636
Ni,II,265.285,818
Ni,II,280.264,653
Ni,II,367.842,517
Ni,II,384.438,422
Ni,II,675.649,501
Ni,II,642.717,805
Ni,II,333.756,984
Ni,II,658.47,92
Ni,II,762.288,178
Ni,II,601.983,148
Ni,II,767.313,72
Ni,II,681.265,630
Ni,II,356.107,709
Ni,II,858.341,970
Ni,II,566.644,237
Ni,II,748.753,913
Ni,II,328.87,764
Ni,II,448.715,80
Ni,II,898.374,871
Ni,II,250.117,129
Ni,II,260.59,676
Ni,II,810.457,692
Ni,II,548.863,295
Ni,II,435.579,194
Ni,II,512.351,769
Ni,II,221.823,789
Ni,II,589.512,596
Cu,I,615.473,656
Cu,I,253.633,361
Cu,I,268.781,343
Cu,I,226.392,202
Cu,I,645.375,194
Cu,I,853.443,257
Cu,I,350.6,859
Cu,I,284.429,990
Cu,I,533.154,228
Cu,I,251.497,132
Cu,I,554.702,629
Cu,I,275.731,228
Cu,I,344.7,91
Cu,I,713.605,821
Cu,I,588.909,909
Cu,I,568.715,659
Cu,I,767.113,344
Cu,I,375.986,650
Cu,I,477.127,860
Cu,I,841.858,825
Cu,I,331.989,483
Cu,I,417.382,113
Cu,I,425.45,953
Cu,I,301.515,499
Cu,I,812.042,612
Cu,I,589.017,925
Cu,I,499.611,95
Cu,I,690.505,353
Cu,I,436.584,316
Cu,I,806.815,916
Cu,I,806.66,76
Cu,I,622.085,297
Cu,I,498.885,882
Cu,I,261.69,550
Cu,I,443.476,754
Cu,I,491.234,292
Cu,I,717.174,483
Cu,I,751.879,602
Cu,I,746.85,648
Cu,I,388.988,820
Cu,I,227.242,330
Cu,I,627.188,137
Cu,I,641.735,683
Cu,I,328.167,672
Cu,I,604.068,520
Cu,I,364.183,818
Cu,I,477.715,915
Cu,I,421.871,495
Cu,I,307.347,912
Cu,I,463.837,228
Cu,I,427.651,332
Cu,I,270.73,449
Cu,I,560.897,660
Cu,I,750.723,718
Cu,I,386.01,929
Cu,I,674.601,518
Cu,I,535.977,144
Cu,I,669.475,481
Cu,I,882.559,244
Cu,I,312.333,779
Cu,I,556.734,237
Cu,I,726.22,889
Cu,I,660.393,72
Cu,I,292.126,741
Cu,I,703.084,614
Cu,I,563.115,74
Cu,I,512.904,66
Cu,I,777.46,961
Cu,I,506.91,408
Cu,I,552.225,321
Cu,I,272.13,767
Cu,I,818.247,259
Cu,I,624.611,293
Cu,I,336.193,302
Cu,I,860.456,248
Cu,I,430.798,466
Cu,I,269.429,387
Cu,I,528.02,566
Cu,I,626.399,913
Cu,I,482.836,161
Cu,I,464.756,562
Cu,I,236.192,212
Cu,II,220.323,516
Cu,II,636.218,741
Cu,II,760.967,764
Cu,II,678.078,231
Cu,II,754.988,340
Cu,II,208.709,779
Cu,II,325.934,886
Cu,II,561.947,152
Cu,II,796.961,508
Cu,II,214.228,498
Cu,II,432.512,420
Cu,II,493.199,586
Cu,II,861.836,723
Cu,II,643.936,933
Cu,II,569.138,555
Cu,II,847.004,419
Cu,II,627.954,970
Cu,II,485.941,867
Cu,II,348.955,582
Cu,II,440.46,576
Cu,II,896.836,119
Cu,II,787.676,556
Cu,II,736.037,70
Cu,II,664.881,608
Cu,II,290.751,110
Cu,II,462.288,164
Cu,II,742.251,519
Cu,II,287.985,515
Cu,II,262.228,510
Cu,II,238.69,375
Cu,II,716.445,978
Cu,II,509.453,837
Cu,II,704.176,773
Cu,II,717.247,788
Cu,II,856.081,833
Cu,II,486.157,59
Cu,II,263.501,783
Cu,II,591.515,59
Cu,II,283.092,604
Cu,II,577.45,116
Cu,II,612.771,163
Cu,II,350.371,443
Cu,II,837.44,50
Cu,II,807.828,896
Cu,II,739.071,869
Cu,II,434.265,653
Cu,II,261.956,391
Cu,II,614.808,993
Cu,II,502.09,795
Cu,II,625.945,320
Cu,II,707.884,571
Cu,II,661.084,356
Cu,II,479.269,945
Cu,II,259.568,211
Cu,II,335.748,113
Cu,II,595.243,67
Cu,II,719.731,369
Cu,II,897.596,839
Cu,II,237.92,953
Cu,II,492.515,488
Cu,II,251.014,163
Cu,II,884.716,614
Cu,II,225.592,450
Cu,II,839.734,982
Cu,II,628.789,826
Cu,II,571.19,666
Cu,II,209.354,431
Cu,II,886.885,476
Cu,II,479.652,764
Cu,II,691.862,227
Cu,II,229.421,237
Cu,II,382.374,622
Cu,II,408.501,633
Cu,II,859.747,565
Cu,II,479.849,263
Cu,II,861.751,456
Cu,II,838.316,586
Cu,II,301.934,164
Cu,II,637.969,171
Cu,II,618.069,474
Cu,II,827.234,367
Cu,II,877.273,789
Cu,II,644.694,159
Cu,II,215.961,532
Cu,II,889.684,800
Cu,II,352.228,749
Cu,II,398.374,127
Cu,II,281.188,830
Zn,I,529.713,347
Zn,I,650.441,542
Zn,I,235.894,216
Zn,I,380.251,335
Zn,I,620.277,508
Zn,I,777.001,777
Zn,I,449.302,628
Zn,I,612.052,809
Zn,I,352.596,558
Zn,I,298.531,892
Zn,I,507.439,186
Zn,I,553.668,444
Zn,I,718.919,850
Zn,I,434.81,201
Zn,I,381.199,588
Zn,I,466.659,612
Zn,I,792.655,663
Zn,I,695.933,209
Zn,I,424.591,536
Zn,I,785.868,515
Zn,I,215.889,81
Zn,I,261.667,854
Zn,I,354.001,65
Zn,I,707.101,86
Zn,I,810.456,842
Zn,I,539.667,460
Zn,I,847.978,76
Zn,I,391.904,668
Zn,I,686.094,529
Zn,I,803.732,107
Zn,I,403.627,557
Zn,I,512.204,113
Zn,I,788.702,845
Zn,I,670.733,813
Zn,I,385.933,378
Zn,I,426.334,593
Zn,I,263.631,925
Zn,I,308.474,141
Zn,I,586.916,722
Zn,I,893.335,153
Zn,I,490.505,894
Zn,I,786.348,438
Zn,I,365.115,462
Zn,I,263.535,582
Zn,I,606.441,733
Zn,I,769.024,727
Zn,I,279.456,132
Zn,I,805.069,739
Zn,I,820.825,73
Zn,I,594.789,362
Zn,I,277.746,975
Zn,I,295.174,975
Zn,I,691.421,208
Zn,I,420.662,906
Zn,I,420.173,689
Zn,I,584.263,929
Zn,I,530.84,610
Zn,I,210.718,563
Zn,I,301.088,56
Zn,I,799.247,677
Zn,I,359.713,814
Zn,I,795.655,880
Zn,I,878.474,761
Zn,I,341.073,996
Zn,I,700.954,775
Zn,I,714.269,138
Zn,I,546.017,416
Zn,I,525.761,542
Zn,I,886.615,181
Zn,I,221.011,465
Zn,I,740.988,645
Zn,I,885.623,501
Zn,I,669.631,693
Zn,I,704.592,892
Zn,I,892.279,640
Zn,I,635.004,296
Zn,I,714.385,727
Zn,I,615.87,204
Zn,I,764.229,980
Zn,II,868.655,558
Zn,II,590.225,271
Zn,II,685.125,872
Zn,II,710.999,860
Zn,II,707.602,650
Zn,II,695.298,705
Zn,II,767.075,635
Zn,II,865.406,359
Zn,II,623.613,814
Zn,II,842.695,964
Zn,II,854.694,973
Zn,II,579.699,53
Zn,II,451.712,600
Zn,II,460.69,801
Zn,II,553.47,971
Zn,II,731.615,849
Zn,II,683.642,980
Zn,II,639.612,487
Zn,II,228.929,710
Zn,II,339.218,387
Zn,II,244.599,405
Zn,II,200.529,211
Zn,II,426.649,423
Zn,II,793.62,585
Zn,II,352.887,734
Zn,II,256.025,849
Zn,II,466.506,265
Zn,II,733.977,760
Zn,II,762.045,160
Zn,II,673.458,163
Zn,II,572.777,780
Zn,II,763.887,64
Zn,II,673.85,671
Zn,II,388.921,252
Zn,II,356.033,143
Zn,II,300.212,757
Zn,II,889.262,705
Zn,II,811.945,106
Zn,II,327.181,970
Zn,II,374.257,955
Zn,II,742.502,650
Zn,II,787.975,277
Zn,II,574.82,745
Zn,II,284.917,791
Zn,II,625.973,571
Zn,II,399.195,900
Zn,II,674.543,133
Zn,II,830.955,352
Zn,II,722.743,997
Zn,II,366.351,920
Zn,II,687.155,903
Zn,II,257.115,185
Zn,II,796.454,664
Zn,II,314.602,504
Zn,II,868.428,673
Zn,II,244.343,965
Zn,II,457.124,899
Zn,II,663.897,935
Zn,II,391.365,433
Zn,II,638.907,963
Zn,II,585.53,311
Zn,II,798.749,754
Zn,II,309.253,311
Zn,II,349.555,795
Zn,II,250.624,780
Zn,II,602.021,65
Zn,II,359.917,847
Zn,II,850.648,886
Zn,II,281.99,537
Zn,II,220.481,915
Zn,II,500.942,943
Zn,II,480.275,658
Zn,II,482.127,368
Zn,II,438.369,299
Zn,II,812.034,758
Zn,II,701.971,561
Zn,II,353.368,128
Zn,II,681.355,641
Ga,I,379.885,196
Ga,I,833.798,129
Ga,I,490.277,825
Ga,I,633.416,566
Ga,I,796.645,887
Ga,I,291.966,610
Ga,I,306.64,824
Ga,I,516.79,187
Ga,I,309.723,898
Ga,I,512.118,232
Ga,I,784.437,774
Ga,I,502.039,465
Ga,I,768.995,712
Ga,I,335.166,63
Ga,I,799.915,172
Ga,I,227.688,700
Ga,I,883.088,678
Ga,I,879.136,524
Ga,I,828.686,965
Ga,I,245.709,899
Ga,I,637.873,619
Ga,I,638.208,743
Ga,I,311.799,529
Ga,I,531.873,615
Ga,I,482.376,245
Ga,I,782.858,953
Ga,I,459.56,569
Ga,I,897.798,846
Ga,I,579.433,341
Ga,I,810.142,112
Ga,I,216.871,403
Ga,I,465.454,252
Ga,I,612.562,59
Ga,I,220.044,443
Ga,I,288.848,215
Ga,I,516.531,566
Ga,I,224.498,604
Ga,I,350.951,651
Ga,I,769.152,438
Ga,I,593.486,240
Ga,I,562.686,499
Ga,I,374.231,978
Ga,I,384.372,465
Ga,I,859.383,826
Ga,I,548.546,769
Ga,I,715.302,703
Ga,I,291.062,345
Ga,I,424.099,685
Ga,I,720.934,760
Ga,I,683.739,70
Ga,I,783.324,326
Ga,I,664.844,254
Ga,I,451.313,910
Ga,I,527.982,177
Ga,I,534.918,528
Ga,I,330.761,915
Ga,I,780.656,818
Ga,I,835.271,976
Ga,I,782.043,805
Ga,I,494.97,642
Ga,I,592.541,542
Ga,I,499.594,925
Ga,I,233.164,885
Ga,I,321.645,350
Ga,I,458.003,466
Ga,I,623.163,928
Ga,I,723.487,425
Ga,I,273.137,493
Ga,I,442.485,618
Ga,I,555.302,520
Ga,I,533.422,347
Ga,I,480.659,249
Ga,I,691.954,561
Ga,I,725.603,502
Ga,I,895.767,494
Ga,II,356.47,779
Ga,II,398.791,866
Ga,II,662.26,969
Ga,II,369.466,240
Ga,II,846.768,532
Ga,II,573.785,527
Ga,II,393.377,895
Ga,II,542.263,96
